Reviewee,Review Type,Review Section,Creation Date,Rating,Review Text,Review Tags
Machine Learning with Python: Foundations,LEARNING_CONTENT_CONSUMPTION,TOP_LEVEL,"8/22/22, 1:24 PM",5,,
