Saved Search Date,Jobs Search Url
"8/23/22, 10:35 PM",https://www.linkedin.com/jobs/search?keywords=data+scientist&distance=24%2E9999301285&orig=JOB_ALERT
"8/22/22, 5:57 PM",https://www.linkedin.com/jobs/search?keywords=data+scientist+summer&orig=JOB_ALERT
"1/9/22, 11:03 PM",https://www.linkedin.com/jobs/search?keywords=data+scientist+internship&orig=JOB_ALERT
