Date,Type,Link
2020-08-03 14:15:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6693425501232607232
2020-08-03 14:14:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6691534141042896896
2020-08-03 14:14:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6695926901694967808
2020-08-03 11:17:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6694908709728083968
2020-08-03 11:17:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6691360568416329728
2020-08-03 11:17:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6693434345023266816
2020-08-03 11:17:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6693173265894141952
2020-08-03 11:17:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6694803299218153472
2020-07-20 22:41:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6686938679270891520
2020-07-20 22:27:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6684326863462113280
2020-07-20 22:04:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6687285312164651008
2020-07-20 22:02:27,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6688487045096206336
2020-06-11 09:11:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6675176741977370624
2020-06-10 07:59:10,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6672314803639459840
2020-06-09 08:54:07,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6673848432723140608
2020-06-09 08:18:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6676018321114181632
2020-06-08 13:52:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6675725785711697920
2020-06-08 08:11:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6675601402687033344?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6675601402687033344%2C6675624521015406592%29
2020-06-08 04:28:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6671089464066084864
2020-06-07 05:23:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6675247194993512448?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6675247194993512448%2C6675249871869636608%29
2020-06-07 05:23:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6675247194993512448?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6675247194993512448%2C6675263916165206016%29
2020-06-07 05:10:02,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6673268428142325760
2020-06-07 04:01:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6673444167215120384?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6673444167215120384%2C6674001130541916160%29
2020-06-03 04:56:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6671358179219271680
2020-05-19 19:53:05,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6668434510889254913
2020-05-19 19:52:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6668390968791855104?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6668390968791855104%2C6668433940644294657%29
2020-05-19 19:52:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6668390968791855104?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6668390968791855104%2C6668484776808337408%29
2020-05-19 19:52:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6668390968791855104?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6668390968791855104%2C6668519375626153984%29
2020-05-19 19:51:03,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6668558789219880961
2020-05-19 07:34:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6664568037041070080
2020-05-19 07:33:41,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6665477012863414273
2020-05-14 17:23:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6663097937674981377
2020-05-14 07:19:42,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6666233537731014658
2020-05-12 07:55:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6663269017618272256
2020-05-12 07:54:51,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6662781463550844928
2020-05-02 15:40:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6661557208687476736?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6661557208687476736%2C6662105251635703809%29
2020-04-30 16:27:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6661446532694450176
2020-04-30 16:19:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6661557208687476736?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6661557208687476736%2C6661573214055075842%29
2020-04-30 16:19:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6661557208687476736?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6661557208687476736%2C6661612825997385728%29
2020-04-30 09:32:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6660498063477522432
2020-04-23 06:08:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6650056216271732737
2020-04-23 06:04:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6658252277998071808?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6658252277998071808%2C6658659616328683520%29
2020-04-23 06:04:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6658252277998071808?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6658252277998071808%2C6658771434392956928%29
2020-04-23 06:03:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6658597186504314880
2020-04-21 06:30:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6656555419030388737
2020-01-02 06:55:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6617022617150947328
2019-12-25 15:10:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610551264688254976
2019-12-23 10:34:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614202963374235648
2019-12-22 10:43:50,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612947972743364608
2019-12-22 08:56:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609784530813452288
2019-10-05 05:33:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6581303046154833920
2019-10-05 05:32:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6581802062231728128
2019-09-25 05:04:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6580090903468232704
2019-09-25 05:04:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6582168404579483648
2019-09-22 07:33:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6579270728393216000
2019-09-22 06:50:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6579353030674735104
2019-08-10 02:57:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6559223697482313728
2018-10-23 00:23:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6453463772756480000
2018-10-13 00:24:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6456268060356603904
2018-10-06 03:15:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6452695401240846336
2018-07-27 02:37:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6423813595267764224
2018-07-11 07:42:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6422375733187866624
2018-06-21 01:58:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6414827942827880448
2018-06-12 05:37:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6410870092657233920
2018-06-12 05:37:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6411104864058904576
2018-06-12 05:35:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6408253718902509568
2018-06-11 22:41:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6410270901127995392
2018-06-11 22:07:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6410080361115721728
2018-06-11 17:08:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6411580206921900032
